,id,avatar_prompt_id,identifier,response_text,response_score,response_feedback,comment,id,turk_response_text,prompt_type,assignment,identifier,comment,response_round_score
1090,25,25,8b,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",4.0,Appeals to the mission to help refugees while simultaneously in a matter of fact way explains what the speaker needs to do to proceed.,,1100,"We both have our orders to follow, and mine are to get these refugees the supplies they need.  I hate to make a plan without you, but we are going to have to get more men to help with this. If that means that I have to go to our powers-that-be to make that happen, then that's what I'll have to do.",rewrite,3IAS3U3I0FGH6RAYMTHRFBTR7G4B24b,8b,,5
794,18,18,6c,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",3.67,More of a mutual solution rather than offering something first.,,195,You want to meet because of the delayed plane? You do not have to worry. We have enough supplies on hand so we can wait for the plane and go forward with the mission.,rewrite,3S96KQ6I9M445N2VJ4STBOQHAEODT0c,6c,,5
35,4,4,2a,"No, he is not here. I am taking his place.",1.0,This answer is too curt and could be insulting to a Chinese officer senior in rank to you because you provide no explanation for the absence of your superior officer.,,460,I will be filling in for him while he's out.,rewrite,3VW04L3ZLT6PKAGWFEU2UYEF3T1XXKa,2a,,1
1625,43,43,14b,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,1.67,"This might be true, but mentioning this to the team leader will make him feel offended and angry.",,1268,"Our medics are specially trained and experienced with running aid stations, please let us handle the flow of patients",rewrite,3FE2ERCCZX8XHS0DSWXPH81JPPAPO4b,14b,,1
355,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1452,The commander is preoccupied with other matters today.,rewrite,3Q5ZZ9ZEVOFQ3QVE10ZFMG62JKE584c,3c,,3
1653,44,44,14c,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",4.33,"Good job! In addressing the Chinese team's strengths and demonstrating respect for them by aligning them with important tasks, you will appeal to the team leader's inherent pride in his group's abilities.",,1290,"Since your men have good experience in security, why not let them do what they do best. We'll take care of the victims and use the supplies we have which may be better suited for running the aid station.",rewrite,3NC5L260MOMLQFBJET1K5ENFNJPOF2c,14c,,5
1512,39,39,12c,"Hello, sir. Have you eaten yet?",1.0,"Asking if someone has eaten yet is an extremely common and polite way to initiate a Chinese conversation. However, since you have already been together in the recent past, this step is not efficient and unnecessary.",,630,"Hi, sir. Have you eaten?",rewrite,3YZ8UPK3VTM908B6JDNSWEU18SMCUTc,12c,,1
278,8,8,3b,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",4.67,This answer does a good job of providing a reasonable excuse without revealing any internal information.,,1433,"He was engaged with another mission at the last minute therefore, he will not be here today.",rewrite,3XIQGXAUMC8V5VA5X1Q40Z1R108X7Bb,3b,,5
1382,35,35,11a,It won't take long.,3.0,Gently nudging your interests forward after they have already been stated is a good way to push your position without aggravating the team leader.,,509,It will not require much time.,rewrite,3D4CH1LGEATOXS38NOOKQ9S2TZ1G9Da,11a,,3
219,7,7,3a,I’d rather not say.,1.0,This anser is the worst because it is unnecessarily ambiguous. It only serves to increase suspicion between U.S. and Chinese.,,1438,I don't feel it is in my place to share this information with you.,rewrite,3VELCLL3GKJ0UN4I8R39TIA7U9HF1Aa,3a,,1
1076,25,25,8b,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",4.0,Appeals to the mission to help refugees while simultaneously in a matter of fact way explains what the speaker needs to do to proceed.,,1128,"I know you have your job to do, but I have to do my job too - I have to make sure the refugees get the supplies. I am not trying to cut you out, but this mission has to be filled, so I will take this to the top if I have to in order to get the men necessary.",rewrite,3OLQQLKKNSPFJQKQ35P9F0LTCOZEJQb,8b,,5
1252,31,31,10a,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",3.0,"Although asking to talk in private is the appropriate response, you addressed your interests in a tactful and respectful manner, and the team leader will most likely not find fault with your wording. He will, however, be flustered that you addressed a potential flaw in front of his subordinates.",,983,I am not clear on why we need to set up two aid stations. Could you help me understand your thoughts on this?,rewrite,3KXIR214I4GXLSPP7E747XNLXOL42Pa,10a,,3
920,21,21,7b,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",4.33,Focuses on the compromise and the sentiment that they cannot get the mission done without them. Has a determined tone that there is a way to make things work. A better option since it does not have as great of an emotional response.,,1608,Unfortunately given the circumstances  and urgency I was hoping we can do this at our level without necessarily involving the chain of command.,rewrite,3KV0LJBBH2LUT2VGS8M1UZCTV7ZRMZb,7b,,5
223,7,7,3a,I’d rather not say.,1.0,This anser is the worst because it is unnecessarily ambiguous. It only serves to increase suspicion between U.S. and Chinese.,,1468,I don't want to say.,rewrite,34BBWHLWHABD5FMB6NYFP5DT6DCIWVa,3a,,1
664,16,16,6a,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",3.33,Addresses their problem but does not offer solutions. Focuses on your problem due to their shortcomings.,,205,I am sure everything has been concluded.  May I ask a few questions about the mission because I heard you had a delay in your flight which has affected the number of Chinese soldiers available on ground.,rewrite,3VE8AYVF8MXI5NO37CCO8SXF8EMF8Ra,6a,,3
31,4,4,2a,"No, he is not here. I am taking his place.",1.0,This answer is too curt and could be insulting to a Chinese officer senior in rank to you because you provide no explanation for the absence of your superior officer.,,376,I am his substitute as he is absent.,rewrite,37ZHEEHM6WMJPX3RDCJGTJCNU4P731a,2a,,1
1369,34,34,10d,Can I talk with you in private once questions are over?,5.0,Good job! this answer both demonstrates respect for the team leader's image in front of his subordinates and accomplishes your intent of discussing the plan.,,942,can i talk to you alone when you are done taking questions?,rewrite,34YB12FSQYO34CM2CXSPVVYMTYAGMEd,10d,,5
1657,44,44,14c,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",4.33,"Good job! In addressing the Chinese team's strengths and demonstrating respect for them by aligning them with important tasks, you will appeal to the team leader's inherent pride in his group's abilities.",,1305,This plan was designed with securing the site and protecting the victims as the highest priority. As your men are experienced in security I believe it would be best if our the Americans ran the aid station to ensure everyone's safety.,rewrite,3TPZPLC3M0C8V37R9YDXT538UYK3PTc,14c,,5
359,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1413,"Unfortunately, he had a unexpected matter to attend to.",rewrite,3MRNMEIQW56GMAUQAVQ2PXG0G28LDDc,3c,,3
858,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1551,"Listen-we're all set with supplies, but we can't complete this wiyhout more manpower. So could you please spare just a few of your extra men?",rewrite,3AQF3RZ558IV195FEXFQOE1O2J3F6Ca,7a,,1
472,12,12,4c,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,2.33,The response is curt and dismissive.,,906,I don't have a definitive answer right now because we still have some details to sort out.,rewrite,3QHK8ZVMIMIN7DW6WZZWU7S0DGZLB7c,4c,,1
